fold,no,clay,silt,sand,BD,omc,hhpa,pF,VWC
4,43,18.5,73.1,8.4,1.51,0.52,678.8,2.909908542,27.6
4,45,16,77.8,6.2,1.29,0.86,294,2.546514039,27.8
4,1009,42.3,31.7,26,0.85,1.27,38.73,1.59,52
4,37,6.7,86.8,6.5,1.34,11.18,784.7,2.972870361,30.5
4,1070,9.4,12.2,78,1.15,0.01,2.94,0.47,39
4,1075,21.9,57.6,21,1.11,1.56,80.91,1.91,49
4,40,25.3,69.4,5.3,1.51,0.86,790.9,2.976288284,30.9
4,38,6.7,86.8,6.5,1.29,1.38,138.3,2.218988888,35
4,38,6.7,86.8,6.5,1.29,1.38,319.1,2.582093512,29
4,1056,11.2,5.2,84,1.33,2.39,84.92,1.93,22
4,1075,21.9,57.6,21,1.11,1.56,34.04,1.53,51
4,104,5.5,63.4,31.1,1.45,0.01,151.4,2.258292583,24.3
4,124,12.1,75.5,12.4,1.62,2.2,75.3,1.954961684,36.8
4,1054,33,27.1,40,1.05,3.07,101.86,2.01,46
4,38,6.7,86.8,6.5,1.29,1.38,1468.8,3.245129372,21.8
4,54,35.5,45.2,19.3,1.09,4.5,1.3,0.19211006,58
4,90,6.8,49.7,43.5,1.19,2.7,676.1,2.908177644,25.4
4,1043,58.8,29.5,12,0.85,0.62,29.24,1.47,63
4,43,18.5,73.1,8.4,1.51,0.52,6599.5,3.897677741,23.7
4,37,6.7,86.8,6.5,1.34,11.18,6779.1,3.909338748,16.9
4,45,16,77.8,6.2,1.29,0.86,413.5,2.694642222,26.1
4,1084,25.9,51.2,23,0.75,1.82,157.76,2.2,54
4,38,6.7,86.8,6.5,1.29,1.38,1269.2,3.181696772,22.1
4,158,29.1,60.5,10.4,1.4,0.01,15,1.254257967,45.5
4,44,16,77.8,6.2,1.38,3.27,601.7,2.85754672,33.2
4,130,16.4,76.2,7.4,1.31,0,1.4,0.224294744,47.1
4,1012,53.4,28.6,18,0.86,1.1,31.19,1.49,57
4,1042,42.6,31.5,26,0.97,0.96,60.67,1.78,56
4,158,29.1,60.5,10.4,1.4,0.01,293.1,2.545182527,33.7
4,1027,46.4,25.6,28,0.94,1.14,25.64,1.41,63
4,40,25.3,69.4,5.3,1.51,0.86,12.4,1.171588393,40.6
4,54,35.5,45.2,19.3,1.09,4.5,693.4,2.919150545,31.1
4,43,18.5,73.1,8.4,1.51,0.52,749.9,2.953170062,27.4
4,104,5.5,63.4,31.1,1.45,0.01,199.5,2.378109608,20.6
4,1002,50.5,32.5,17,0.87,0.74,648.63,2.81,30
4,52,12.4,70.9,16.7,1.53,1.3,1002,3.07903443,25.8
4,1012,53.4,28.6,18,0.86,1.1,63.68,1.8,46
4,1012,53.4,28.6,18,0.86,1.1,29.17,1.47,58
4,38,6.7,86.8,6.5,1.29,1.38,286.6,2.535442894,29.7
4,44,16,77.8,6.2,1.38,3.27,210.4,2.401212444,35.4
4,124,12.1,75.5,12.4,1.62,2.2,508.2,2.784201369,25.1
4,173,15.4,78.9,5.7,1.15,2.5,75.2,1.954384549,39.1
4,1070,9.4,12.2,78,1.15,0.01,33.57,1.53,37
4,1042,42.6,31.5,26,0.97,0.96,63.53,1.8,56
4,37,6.7,86.8,6.5,1.34,11.18,470.3,2.750541687,33.4
4,173,15.4,78.9,5.7,1.15,2.5,20.2,1.383518078,51.2
4,1002,50.5,32.5,17,0.87,0.74,60.39,1.78,49
4,1028,42.5,28.5,29,0.86,1.19,137.09,2.14,41
4,110,28,38.5,33.5,0.57,6.2,645.7,2.888197495,44.8
4,45,16,77.8,6.2,1.29,0.86,119.9,2.156985891,31.4
4,1002,50.5,32.5,17,0.87,0.74,24.66,1.39,60
4,38,6.7,86.8,6.5,1.29,1.38,1429.3,3.233290102,21.8
4,43,18.5,73.1,8.4,1.51,0.52,2021.8,3.3839049,25.5
4,121,5,35.7,59.3,1.39,0,294.4,2.547104514,24.3
4,1082,22.4,52.1,26,1.21,0.74,417.83,2.62,38
4,1054,33,27.1,40,1.05,3.07,2.28,0.36,60
4,1009,42.3,31.7,26,0.85,1.27,313.33,2.5,33
4,43,18.5,73.1,8.4,1.51,0.52,724.9,2.938444808,27.5
4,121,5,35.7,59.3,1.39,0,11.6,1.142624697,44.2
4,92,36.3,57.3,6.4,1.29,5.73,912,3.038161546,34.1
4,38,6.7,86.8,6.5,1.29,1.38,172.1,2.313947578,33.3
4,128,18.1,68.8,13.1,1.48,1.9,272.9,2.514170244,30.8
4,45,16,77.8,6.2,1.29,0.86,1,0.078166708,43.8
4,40,25.3,69.4,5.3,1.51,0.86,756.8,2.957147832,31
4,37,6.7,86.8,6.5,1.34,11.18,30.4,1.561040292,46.6
4,52,12.4,70.9,16.7,1.53,1.3,2090.4,3.398396105,21.9
4,102,4.7,85.1,10.2,1.44,0.01,22.9,1.438002191,49.1
4,128,18.1,68.8,13.1,1.48,1.9,91,2.0372081,36.1
4,1012,53.4,28.6,18,0.86,1.1,239.88,2.38,37
4,108,6.6,78.8,14.6,1.01,1.9,5.4,0.810560468,63.4
4,1028,42.5,28.5,29,0.86,1.19,45.71,1.66,58
4,1002,50.5,32.5,17,0.87,0.74,79.8,1.9,44
4,17,39.1,41.4,19.5,1.42,5.75,245.9,2.468925237,52.5
4,26,14.4,68,17.6,1.52,2.34,6,0.856317959,41.5
4,130,16.4,76.2,7.4,1.31,0,39.4,1.67366293,40.4
4,1084,25.9,51.2,23,0.75,1.82,44.06,1.64,60
4,35,16,41.1,42.9,1.43,3.66,23.7,1.452915054,47.4
4,1043,58.8,29.5,12,0.85,0.62,20.42,1.31,66
4,1002,50.5,32.5,17,0.87,0.74,33.34,1.52,57
4,1028,42.5,28.5,29,0.86,1.19,4.3,0.63,67
4,173,15.4,78.9,5.7,1.15,2.5,44.1,1.722605298,42.1
4,1042,42.6,31.5,26,0.97,0.96,36.98,1.57,61
4,1075,21.9,57.6,21,1.11,1.56,676.08,2.83,36
4,1043,58.8,29.5,12,0.85,0.62,19.77,1.3,66
4,43,18.5,73.1,8.4,1.51,0.52,301.5,2.557454025,29.8
4,1075,21.9,57.6,21,1.11,1.56,572.8,2.76,38
4,38,6.7,86.8,6.5,1.29,1.38,481.8,2.761033504,26.6
4,1084,25.9,51.2,23,0.75,1.82,22.18,1.35,61
4,1027,46.4,25.6,28,0.94,1.14,283.79,2.45,37
4,170,6.3,72,21.7,1.27,0.9,1059.3,3.10318568,13.9
4,1084,25.9,51.2,23,0.75,1.82,6652.73,3.82,17
4,44,16,77.8,6.2,1.38,3.27,205.8,2.391612079,35.4
4,1042,42.6,31.5,26,0.97,0.96,501.19,2.7,37
4,43,18.5,73.1,8.4,1.51,0.52,2094.5,3.399247073,25.5
4,1028,42.5,28.5,29,0.86,1.19,358.92,2.56,35
4,37,6.7,86.8,6.5,1.34,11.18,8402,4.002549385,14.4
4,1026,40.1,26.5,33,0.91,1.08,80.91,1.91,48
4,43,18.5,73.1,8.4,1.51,0.52,8,0.981256695,41.9
4,54,35.5,45.2,19.3,1.09,4.5,33.1,1.597994702,44.9
4,108,6.6,78.8,14.6,1.01,1.9,40.7,1.687761117,55.2
4,44,16,77.8,6.2,1.38,3.27,264.5,2.500592385,34.8
4,1070,9.4,12.2,78,1.15,0.01,26.61,1.43,38
4,16,37.8,41.7,20.5,1.42,5.75,373.6,2.650573576,39
4,1054,33,27.1,40,1.05,3.07,10.33,1.01,59
4,173,15.4,78.9,5.7,1.15,2.5,31.3,1.573711046,44.6
4,37,6.7,86.8,6.5,1.34,11.18,1402.4,3.225038611,27.8
4,38,6.7,86.8,6.5,1.29,1.38,498.5,2.775831871,26.4
4,121,5,35.7,59.3,1.39,0,11.3,1.131245152,44.1
4,102,4.7,85.1,10.2,1.44,0.01,56.2,1.827903024,48
4,1009,42.3,31.7,26,0.85,1.27,30.06,1.48,56
4,40,25.3,69.4,5.3,1.51,0.86,56,1.826354735,37.2
4,1027,46.4,25.6,28,0.94,1.14,216.77,2.34,39
4,102,4.7,85.1,10.2,1.44,0.01,275.4,2.518130644,44.3
4,1026,40.1,26.5,33,0.91,1.08,74.82,1.87,49
4,1054,33,27.1,40,1.05,3.07,17.18,1.24,58
4,37,6.7,86.8,6.5,1.34,11.18,6129.4,3.865584672,17.9
4,38,6.7,86.8,6.5,1.29,1.38,173.7,2.317966527,33.2
4,1026,40.1,26.5,33,0.91,1.08,30.97,1.49,61
4,43,18.5,73.1,8.4,1.51,0.52,31.6,1.577853791,37.2
4,102,4.7,85.1,10.2,1.44,0.01,323.6,2.588175221,43.2
4,44,16,77.8,6.2,1.38,3.27,141.8,2.229842939,36.4
4,1027,46.4,25.6,28,0.94,1.14,161.81,2.21,41
4,43,18.5,73.1,8.4,1.51,0.52,1270.9,3.182278088,26.3
4,173,15.4,78.9,5.7,1.15,2.5,550.8,2.81916064,29.1
4,1054,33,27.1,40,1.05,3.07,135.21,2.13,44
4,1042,42.6,31.5,26,0.97,0.96,23.66,1.37,63
4,1012,53.4,28.6,18,0.86,1.1,758.58,2.88,32
4,170,6.3,72,21.7,1.27,0.9,98.2,2.070278196,43.9
4,121,5,35.7,59.3,1.39,0,744.7,2.950148062,21.2
4,108,6.6,78.8,14.6,1.01,1.9,144.5,2.238034555,39.6
4,90,6.8,49.7,43.5,1.19,2.7,55,1.818529398,45
4,1082,22.4,52.1,26,1.21,0.74,104.47,2.02,49
4,124,12.1,75.5,12.4,1.62,2.2,331.9,2.599173961,27.8
4,54,35.5,45.2,19.3,1.09,4.5,1.3,0.19211006,58
4,173,15.4,78.9,5.7,1.15,2.5,223.9,2.428220802,34.2
4,102,4.7,85.1,10.2,1.44,0.01,446.7,2.728182661,40.3
4,54,35.5,45.2,19.3,1.09,4.5,13.4,1.205271507,50
4,43,18.5,73.1,8.4,1.51,0.52,2777.6,3.521836412,25
4,1056,11.2,5.2,84,1.33,2.39,6.25,0.8,49
4,1026,40.1,26.5,33,0.91,1.08,163.31,2.21,38
4,90,6.8,49.7,43.5,1.19,2.7,3.1,0.569528402,48.9
4,146,32,44.1,23.9,1.49,4.5,102.6,2.089314069,37.9
4,1070,9.4,12.2,78,1.15,0.01,232.27,2.37,18
4,45,16,77.8,6.2,1.29,0.86,406.7,2.687440881,26.2
4,146,32,44.1,23.9,1.49,4.5,6.9,0.917015799,42.6
4,140,13.5,67.9,18.6,1.28,4.3,2,0.379196704,55
4,124,12.1,75.5,12.4,1.62,2.2,484.2,2.763191493,25.3
4,102,4.7,85.1,10.2,1.44,0.01,812.8,2.988150403,29.1
4,146,32,44.1,23.9,1.49,4.5,32.4,1.588711718,40.7
4,65,8.4,75.8,15.8,1.41,2.24,17.3,1.316212811,51
4,108,6.6,78.8,14.6,1.01,1.9,1122,3.128159565,19.9
4,140,13.5,67.9,18.6,1.28,4.3,359.7,2.634107146,31.2
4,38,6.7,86.8,6.5,1.29,1.38,476.7,2.75641186,26.7
4,44,16,77.8,6.2,1.38,3.27,298.4,2.552965527,34.6
4,44,16,77.8,6.2,1.38,3.27,136.2,2.212343816,36.5
4,1026,40.1,26.5,33,0.91,1.08,615.18,2.79,31
4,1027,46.4,25.6,28,0.94,1.14,53.46,1.73,58
4,140,13.5,67.9,18.6,1.28,4.3,55,1.818529398,40.1
4,1084,25.9,51.2,23,0.75,1.82,446.68,2.65,45
4,1002,50.5,32.5,17,0.87,0.74,131.52,2.12,39
4,1012,53.4,28.6,18,0.86,1.1,176.6,2.25,38
4,1027,46.4,25.6,28,0.94,1.14,10.42,1.02,64
4,110,28,38.5,33.5,0.57,6.2,58.9,1.848282003,55.2
4,104,5.5,63.4,31.1,1.45,0.01,77.6,1.968028429,34.2
4,1043,58.8,29.5,12,0.85,0.62,29.92,1.48,62
4,1082,22.4,52.1,26,1.21,0.74,199.53,2.3,45
4,1026,40.1,26.5,33,0.91,1.08,90.57,1.96,46
4,1009,42.3,31.7,26,0.85,1.27,15.38,1.19,62
4,108,6.6,78.8,14.6,1.01,1.9,51.3,1.788284073,52.7
4,158,29.1,60.5,10.4,1.4,0.01,142.9,2.233198937,36.5
4,104,5.5,63.4,31.1,1.45,0.01,141.3,2.22830887,25.6
4,37,6.7,86.8,6.5,1.34,11.18,7431.4,3.949237346,15.8
4,90,6.8,49.7,43.5,1.19,2.7,93.3,2.048048352,43.3
4,43,18.5,73.1,8.4,1.51,0.52,81.2,1.987722737,33.7
4,1075,21.9,57.6,21,1.11,1.56,739.61,2.87,34
4,90,6.8,49.7,43.5,1.19,2.7,28.8,1.537559196,46.3
4,1056,11.2,5.2,84,1.33,2.39,14,1.15,47
4,1043,58.8,29.5,12,0.85,0.62,59.16,1.77,51
4,44,16,77.8,6.2,1.38,3.27,614.4,2.866617915,33.1
4,158,29.1,60.5,10.4,1.4,0.01,348.3,2.620120183,32.6
4,124,12.1,75.5,12.4,1.62,2.2,12.4,1.171588393,39.4
4,45,16,77.8,6.2,1.29,0.86,46.3,1.743747699,35
4,37,6.7,86.8,6.5,1.34,11.18,439.9,2.72152067,33.7
4,37,6.7,86.8,6.5,1.34,11.18,1573.9,3.275143844,27.3
4,38,6.7,86.8,6.5,1.29,1.38,1038,3.094364062,22.7
4,1054,33,27.1,40,1.05,3.07,37.84,1.58,54
4,1042,42.6,31.5,26,0.97,0.96,202.3,2.31,42
4,1042,42.6,31.5,26,0.97,0.96,237.68,2.38,41
4,158,29.1,60.5,10.4,1.4,0.01,402.7,2.683148338,31.6
4,104,5.5,63.4,31.1,1.45,0.01,158.5,2.278195975,23.6
4,38,6.7,86.8,6.5,1.29,1.38,119.1,2.15407847,36.2
4,44,16,77.8,6.2,1.38,3.27,36.6,1.641647794,40.6
4,1026,40.1,26.5,33,0.91,1.08,71.29,1.85,50
4,1042,42.6,31.5,26,0.97,0.96,31.92,1.5,62
4,37,6.7,86.8,6.5,1.34,11.18,504.9,2.781372079,33
4,110,28,38.5,33.5,0.57,6.2,74.1,1.947984916,54.4
4,1041,57.5,31.2,11,0.87,1.48,24.32,1.39,62
4,45,16,77.8,6.2,1.29,0.86,148.9,2.251061406,30.6
4,102,4.7,85.1,10.2,1.44,0.01,120.2,2.158071176,46.9
4,1070,9.4,12.2,78,1.15,0.01,120.5,2.08,25
4,40,25.3,69.4,5.3,1.51,0.86,5155.6,3.790445923,27.8
4,1056,11.2,5.2,84,1.33,2.39,17.54,1.24,43
4,1027,46.4,25.6,28,0.94,1.14,52.24,1.72,58
4,1054,33,27.1,40,1.05,3.07,24.83,1.4,57
4,1042,42.6,31.5,26,0.97,0.96,986.28,2.99,32
4,1042,42.6,31.5,26,0.97,0.96,411.15,2.61,38
4,140,13.5,67.9,18.6,1.28,4.3,9,1.032409218,50.7
4,1019,51.6,26.5,22,0.91,1.2,51.29,1.71,55
4,54,35.5,45.2,19.3,1.09,4.5,261.8,2.49613635,35
4,1056,11.2,5.2,84,1.33,2.39,109.65,2.04,20
4,1056,11.2,5.2,84,1.33,2.39,74.82,1.87,24
4,158,29.1,60.5,10.4,1.4,0.01,208.9,2.398105148,35.2
4,1070,9.4,12.2,78,1.15,0.01,38.64,1.59,37
4,173,15.4,78.9,5.7,1.15,2.5,36.5,1.640459573,43.4
4,146,32,44.1,23.9,1.49,4.5,3047.9,3.562167422,25.3
4,90,6.8,49.7,43.5,1.19,2.7,9.8,1.069392784,47.6
4,130,16.4,76.2,7.4,1.31,0,21.4,1.408580482,43.6
4,1012,53.4,28.6,18,0.86,1.1,21.18,1.33,62
4,43,18.5,73.1,8.4,1.51,0.52,802.4,2.982557628,27.2
4,1019,51.6,26.5,22,0.91,1.2,74.99,1.88,50
4,1009,42.3,31.7,26,0.85,1.27,109.4,2.04,38
4,37,6.7,86.8,6.5,1.34,11.18,401.3,2.681635868,34.2
4,170,6.3,72,21.7,1.27,0.9,237.1,2.453098262,28.2
4,1028,42.5,28.5,29,0.86,1.19,399.02,2.6,34
4,44,16,77.8,6.2,1.38,3.27,147.7,2.247547203,36.3
4,38,6.7,86.8,6.5,1.29,1.38,270,2.509530472,30.1
4,124,12.1,75.5,12.4,1.62,2.2,270.4,2.510173395,29.5
4,26,14.4,68,17.6,1.52,2.34,623,2.872654755,31.5
4,37,6.7,86.8,6.5,1.34,11.18,108.8,2.114795604,41.1
4,146,32,44.1,23.9,1.49,4.5,137.7,2.217100648,36.9
4,37,6.7,86.8,6.5,1.34,11.18,60.8,1.862070287,44
4,43,18.5,73.1,8.4,1.51,0.52,20.4,1.387796876,39.6
4,1084,25.9,51.2,23,0.75,1.82,89.74,1.95,58
4,104,5.5,63.4,31.1,1.45,0.01,7.8,0.970261311,37.5
4,90,6.8,49.7,43.5,1.19,2.7,79.4,1.977987211,44
4,146,32,44.1,23.9,1.49,4.5,1023.3,3.088169682,29.3
4,1026,40.1,26.5,33,0.91,1.08,46.99,1.67,57
4,1027,46.4,25.6,28,0.94,1.14,375.84,2.58,36
4,1028,42.5,28.5,29,0.86,1.19,0.01,-2,67
4,44,16,77.8,6.2,1.38,3.27,553.8,2.82151966,33.3
4,1027,46.4,25.6,28,0.94,1.14,25.47,1.41,63
4,1082,22.4,52.1,26,1.21,0.74,1.46,0.17,53
4,1075,21.9,57.6,21,1.11,1.56,69.18,1.84,50
4,173,15.4,78.9,5.7,1.15,2.5,14.3,1.233502746,54.9
4,44,16,77.8,6.2,1.38,3.27,242.7,2.463236485,35
4,1084,25.9,51.2,23,0.75,1.82,401.79,2.6,47
4,1002,50.5,32.5,17,0.87,0.74,24.83,1.4,59
4,54,35.5,45.2,19.3,1.09,4.5,5.1,0.785736884,54.9
4,1042,42.6,31.5,26,0.97,0.96,218.78,2.34,42
4,124,12.1,75.5,12.4,1.62,2.2,142.2,2.231066305,33.8
4,1028,42.5,28.5,29,0.86,1.19,15.35,1.19,66
4,170,6.3,72,21.7,1.27,0.9,582.1,2.843164307,17.4
4,1012,53.4,28.6,18,0.86,1.1,20.37,1.31,62
4,146,32,44.1,23.9,1.49,4.5,15.8,1.276823795,42.4
4,102,4.7,85.1,10.2,1.44,0.01,489.8,2.768185489,39.5
4,124,12.1,75.5,12.4,1.62,2.2,90.2,2.033373246,35.6
4,104,5.5,63.4,31.1,1.45,0.01,85.1,2.008096268,33.5
4,102,4.7,85.1,10.2,1.44,0.01,426.6,2.708187559,40.6
4,38,6.7,86.8,6.5,1.29,1.38,159.6,2.281199595,33.8
4,43,18.5,73.1,8.4,1.51,0.52,11.3,1.131245152,41.6
4,40,25.3,69.4,5.3,1.51,0.86,3096.5,3.569037793,28.6
4,1082,22.4,52.1,26,1.21,0.74,845.28,2.93,27
4,38,6.7,86.8,6.5,1.29,1.38,1327,3.201037631,22
4,173,15.4,78.9,5.7,1.15,2.5,20.6,1.392033929,51.4
4,124,12.1,75.5,12.4,1.62,2.2,236,2.451078711,30.7
4,1028,42.5,28.5,29,0.86,1.19,238.23,2.38,37
4,45,16,77.8,6.2,1.29,0.86,625,2.874046726,24.6
4,102,4.7,85.1,10.2,1.44,0.01,35.5,1.628395061,48.4
4,173,15.4,78.9,5.7,1.15,2.5,19.5,1.36820132,49.8
4,37,6.7,86.8,6.5,1.34,11.18,1809.3,3.335677291,26.5
4,52,12.4,70.9,16.7,1.53,1.3,4669.3,3.747418486,17.4
4,1084,25.9,51.2,23,0.75,1.82,390.84,2.59,48
4,104,5.5,63.4,31.1,1.45,0.01,33.1,1.597994702,35.5
4,1028,42.5,28.5,29,0.86,1.19,31.05,1.49,62
4,44,16,77.8,6.2,1.38,3.27,1145.1,3.137010123,32.2
4,128,18.1,68.8,13.1,1.48,1.9,120.8,2.160233642,34.8
4,1075,21.9,57.6,21,1.11,1.56,1.36,0.13,53
4,1009,42.3,31.7,26,0.85,1.27,17.62,1.25,61
4,1070,9.4,12.2,78,1.15,0.01,15.35,1.19,38
4,128,18.1,68.8,13.1,1.48,1.9,102.8,2.090159823,35.6
4,45,16,77.8,6.2,1.29,0.86,222.7,2.425886925,29
4,1026,40.1,26.5,33,0.91,1.08,45.81,1.66,58
4,37,6.7,86.8,6.5,1.34,11.18,375.6,2.652892292,34.5
4,43,18.5,73.1,8.4,1.51,0.52,2982.1,3.552688911,24.9
4,104,5.5,63.4,31.1,1.45,0.01,12.6,1.178537253,36.3
4,37,6.7,86.8,6.5,1.34,11.18,1459.4,3.24234105,27.6
4,45,16,77.8,6.2,1.29,0.86,9.5,1.055890313,41.4
4,1026,40.1,26.5,33,0.91,1.08,827.94,2.92,29
4,1027,46.4,25.6,28,0.94,1.14,4.18,0.62,65
4,43,18.5,73.1,8.4,1.51,0.52,16.5,1.295650652,40.5
4,37,6.7,86.8,6.5,1.34,11.18,1631.7,3.290807022,27.1
4,40,25.3,69.4,5.3,1.51,0.86,3818.7,3.660082249,28.3
4,44,16,77.8,6.2,1.38,3.27,489.1,2.767564371,33.5
4,37,6.7,86.8,6.5,1.34,11.18,339.2,2.608622552,35
4,1027,46.4,25.6,28,0.94,1.14,65.01,1.81,55
4,1082,22.4,52.1,26,1.21,0.74,446.68,2.65,37
4,44,16,77.8,6.2,1.38,3.27,1020,3.08676688,32.4
4,1012,53.4,28.6,18,0.86,1.1,73.62,1.87,45
4,124,12.1,75.5,12.4,1.62,2.2,442.6,2.724178118,25.8
4,1028,42.5,28.5,29,0.86,1.19,16.48,1.22,66
4,1009,42.3,31.7,26,0.85,1.27,94.84,1.98,39
4,140,13.5,67.9,18.6,1.28,4.3,471,2.751187615,29.1
4,37,6.7,86.8,6.5,1.34,11.18,62.8,1.876126352,43.9
4,45,16,77.8,6.2,1.29,0.86,17.6,1.323679376,39.4
4,1043,58.8,29.5,12,0.85,0.62,21.33,1.33,65
4,1054,33,27.1,40,1.05,3.07,187.5,2.27,40
4,45,16,77.8,6.2,1.29,0.86,766.3,2.962565534,24.1
4,108,6.6,78.8,14.6,1.01,1.9,302,2.558173651,31.9
4,1026,40.1,26.5,33,0.91,1.08,56.75,1.75,55
4,92,36.3,57.3,6.4,1.29,5.73,8.5,1.007585634,49.4
4,110,28,38.5,33.5,0.57,6.2,154.9,2.268218126,51.7
4,40,25.3,69.4,5.3,1.51,0.86,174.1,2.318965479,34.7
4,146,32,44.1,23.9,1.49,4.5,18.6,1.347679652,42.3
4,45,16,77.8,6.2,1.29,0.86,20,1.379196704,38.7
4,102,4.7,85.1,10.2,1.44,0.01,6606.9,3.898164442,12.1
4,44,16,77.8,6.2,1.38,3.27,150.7,2.25627996,36.2
4,130,16.4,76.2,7.4,1.31,0,95.7,2.059078646,35.7
4,1075,21.9,57.6,21,1.11,1.56,620.87,2.79,37
4,37,6.7,86.8,6.5,1.34,11.18,464.4,2.745058919,33.4
4,37,6.7,86.8,6.5,1.34,11.18,186.1,2.347913081,38.3
4,1027,46.4,25.6,28,0.94,1.14,416.87,2.62,35
4,1019,51.6,26.5,22,0.91,1.2,40.36,1.61,58
4,124,12.1,75.5,12.4,1.62,2.2,278,2.522211504,29.3
4,173,15.4,78.9,5.7,1.15,2.5,20.1,1.381362766,52.1
4,54,35.5,45.2,19.3,1.09,4.5,285.8,2.534228933,34.6
4,1070,9.4,12.2,78,1.15,0.01,45.81,1.66,36
4,1056,11.2,5.2,84,1.33,2.39,16.67,1.22,44
4,90,6.8,49.7,43.5,1.19,2.7,42.7,1.708594583,45.6
4,124,12.1,75.5,12.4,1.62,2.2,75.5,1.95611366,37.2
4,43,18.5,73.1,8.4,1.51,0.52,346.5,2.617869947,29.4
4,140,13.5,67.9,18.6,1.28,4.3,920.4,3.042143318,22.8
4,44,16,77.8,6.2,1.38,3.27,223.7,2.427832692,35.2
4,43,18.5,73.1,8.4,1.51,0.52,356.6,2.630348047,29.3
4,1084,25.9,51.2,23,0.75,1.82,15.17,1.18,61
4,1043,58.8,29.5,12,0.85,0.62,27.23,1.44,63
4,1054,33,27.1,40,1.05,3.07,12.88,1.11,59
4,1056,11.2,5.2,84,1.33,2.39,17.91,1.25,43
4,1084,25.9,51.2,23,0.75,1.82,26.06,1.42,60
4,1082,22.4,52.1,26,1.21,0.74,554.63,2.74,33
4,1084,25.9,51.2,23,0.75,1.82,457.09,2.66,45
4,1002,50.5,32.5,17,0.87,0.74,0.01,-2,64
4,158,29.1,60.5,10.4,1.4,0.01,22.7,1.434192565,43.4
4,128,18.1,68.8,13.1,1.48,1.9,26,1.493140056,41.8
4,1027,46.4,25.6,28,0.94,1.14,8.77,0.94,65
4,1056,11.2,5.2,84,1.33,2.39,51.76,1.71,28
4,1070,9.4,12.2,78,1.15,0.01,51.29,1.71,34
4,102,4.7,85.1,10.2,1.44,0.01,794.3,2.978151271,30.2
4,1041,57.5,31.2,11,0.87,1.48,19.1,1.28,64
4,1012,53.4,28.6,18,0.86,1.1,57.54,1.76,48
4,1019,51.6,26.5,22,0.91,1.2,25.94,1.41,62
4,44,16,77.8,6.2,1.38,3.27,2.5,0.476106717,46.6
4,1056,11.2,5.2,84,1.33,2.39,15.49,1.19,46
4,43,18.5,73.1,8.4,1.51,0.52,6384.7,3.883307204,23.8
4,1041,57.5,31.2,11,0.87,1.48,82.99,1.92,48
4,38,6.7,86.8,6.5,1.29,1.38,332.3,2.599697049,28.7
4,1012,53.4,28.6,18,0.86,1.1,9.62,0.98,64
4,128,18.1,68.8,13.1,1.48,1.9,487.5,2.766141328,28.2
4,1041,57.5,31.2,11,0.87,1.48,916.22,2.96,31
4,1042,42.6,31.5,26,0.97,0.96,53.09,1.73,58
4,158,29.1,60.5,10.4,1.4,0.01,362.2,2.637115154,32.4
4,1026,40.1,26.5,33,0.91,1.08,36.73,1.57,60
4,44,16,77.8,6.2,1.38,3.27,102.9,2.090582083,37.4
4,1056,11.2,5.2,84,1.33,2.39,14,1.15,47
4,44,16,77.8,6.2,1.38,3.27,1810.9,3.336061177,31.7
4,128,18.1,68.8,13.1,1.48,1.9,98.9,2.073363,35.8
4,1082,22.4,52.1,26,1.21,0.74,9.66,0.99,52
4,1075,21.9,57.6,21,1.11,1.56,0.91,-0.04,53
4,158,29.1,60.5,10.4,1.4,0.01,488.7,2.767209047,30.2
4,1009,42.3,31.7,26,0.85,1.27,15.96,1.2,62
4,1054,33,27.1,40,1.05,3.07,24.21,1.38,57
4,43,18.5,73.1,8.4,1.51,0.52,5217.3,3.795612518,24.1
4,130,16.4,76.2,7.4,1.31,0,137.1,2.215204163,33.9
4,173,15.4,78.9,5.7,1.15,2.5,391.7,2.67112028,31.3
4,158,29.1,60.5,10.4,1.4,0.01,279.3,2.524237644,33.9
4,1028,42.5,28.5,29,0.86,1.19,129.42,2.11,42
4,40,25.3,69.4,5.3,1.51,0.86,3.5,0.622234753,42.7
4,90,6.8,49.7,43.5,1.19,2.7,346.7,2.61812055,31.3
4,52,12.4,70.9,16.7,1.53,1.3,7638.5,3.961174791,14.5
4,43,18.5,73.1,8.4,1.51,0.52,2680.8,3.506431123,25.1
4,43,18.5,73.1,8.4,1.51,0.52,513.2,2.788453356,28.3
4,38,6.7,86.8,6.5,1.29,1.38,134.6,2.207211768,35.2
4,140,13.5,67.9,18.6,1.28,4.3,17.7,1.326139975,46.5
4,1056,11.2,5.2,84,1.33,2.39,149.62,2.18,17
4,1075,21.9,57.6,21,1.11,1.56,10.14,1.01,53
4,128,18.1,68.8,13.1,1.48,1.9,334.2,2.602173154,29.9
4,146,32,44.1,23.9,1.49,4.5,113.8,2.13430897,37.6
4,1009,42.3,31.7,26,0.85,1.27,24.43,1.39,59
4,45,16,77.8,6.2,1.29,0.86,132.8,2.201364783,31
4,37,6.7,86.8,6.5,1.34,11.18,310.2,2.569808502,35.5
4,26,14.4,68,17.6,1.52,2.34,53.1,1.803261229,37.2
4,1075,21.9,57.6,21,1.11,1.56,542,2.73,39
4,37,6.7,86.8,6.5,1.34,11.18,428.7,2.710320192,33.8
4,1028,42.5,28.5,29,0.86,1.19,83.37,1.92,48
